Rk,Class,Unnamed: 2,Player,Team,Conf,Minutes_Avg,PRPG,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,Unnamed: 21,3P/100,3P,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Last_5_Avg_FP,Opp_Def_Rank
12,Jr,6-8,Paulius Murauskas,Saint Mary's,WCC,33.4,5.7,6.8,124.0,27.6,51.6,59.6,8.6,19.1,16.3,12.7,1.3,1.2,58.9,92-164,0.561,5.8,14-55,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.95,181
13,Sr,6-11,Oscar Cluff,Purdue,B10,23.56,5.7,12.3,156.5,19.3,74.5,74.7,21.3,21.6,12.0,7.3,4.1,0.9,43.4,79-106,0.745,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.95,217
14,Sr,6-5,Richie Saunders,BYU,B12,31.68,5.6,11.5,133.3,23.4,62.7,66.5,5.9,12.5,12.7,12.2,0.8,3.9,38.6,56-87,0.644,12.1,45-110,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.599999999999998,123
15,Sr,6-7,Cade Tyson,Minnesota,B10,35.52,5.6,7.7,127.4,26.0,59.0,65.3,6.9,11.1,18.3,11.9,0.2,1.6,67.5,67-113,0.593,9.3,34-87,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.599999999999998,256
16,Sr,6-4,Bennett Stirtz,Iowa,B10,35.239999999999995,5.6,9.2,127.5,24.0,57.8,62.1,1.0,7.8,27.1,12.7,0.5,2.7,37.3,56-99,0.566,10.3,37-94,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.599999999999998,139
17,Sr,5-11,Tavari Johnson,Akron,MAC,30.48,5.6,8.5,133.4,26.4,63.5,66.3,2.0,4.3,30.8,14.2,0.8,2.6,21.9,74-114,0.649,10.1,32-78,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.599999999999998,86
18,Jr,6-3,Dior Johnson,Tarleton St.,WAC,22.959999999999997,5.5,11.4,131.6,33.4,63.2,69.3,2.5,9.9,17.8,11.6,0.4,3.0,66.4,72-124,0.581,5.1,16-28,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25,338
19,Sr,6-0,Braden Smith,Purdue,B10,32.28,5.5,11.9,125.3,26.7,55.5,58.0,2.7,10.2,46.7,20.2,0.9,3.4,26.6,57-109,0.523,7.3,26-64,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25,52
20,So,6-4,Labaron Philon,Alabama,SEC,26.519999999999996,5.4,10.4,121.0,31.3,59.9,62.5,1.4,9.5,35.2,17.0,0.9,2.7,35.8,87-138,0.63,9.9,29-80,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.900000000000002,191
21,Fr,6-3,Darius Acuff Jr.,Arkansas,SEC,32.92,5.4,7.7,124.4,26.8,56.8,60.3,1.6,7.5,32.9,13.6,1.4,1.5,32.9,74-141,0.525,9.0,37-87,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.900000000000002,144
22,So,6-5,Cameron Carr,Baylor,B12,32.12,5.4,9.0,128.2,23.6,61.5,65.3,2.5,14.6,8.5,13.2,5.0,1.4,52.8,63-101,0.624,9.6,31-77,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.900000000000002,269
23,Sr,6-9,Yaxel Lendeborg,Michigan,B10,26.28,5.4,17.7,143.4,20.5,63.1,67.9,7.8,18.1,19.8,9.0,5.6,2.5,44.0,50-69,0.725,8.6,23-65,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.900000000000002,200
24,Sr,6-1,Tamin Lipsey,Iowa St.,B12,24.36,5.3,13.1,136.6,22.2,54.8,57.6,5.7,9.0,29.7,6.6,0.3,4.5,27.6,57-99,0.576,6.7,15-46,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.55,53
25,Sr,6-3,Cruz Davis,Hofstra,CAA,38.839999999999996,5.2,5.8,118.4,28.0,55.0,59.1,1.9,8.1,28.4,16.2,1.2,1.4,33.2,77-159,0.484,8.4,37-82,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,110
26,Fr,6-11,Hannes Steinbach,Washington,B10,25.4,5.2,9.7,129.8,24.2,62.2,66.0,14.9,23.8,11.4,14.0,2.8,1.8,55.0,71-113,0.628,2.6,7-18,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,296
27,Fr,6-10,Caleb Wilson,North Carolina,ACC,30.639999999999997,5.2,12.8,123.4,29.0,58.3,61.9,12.6,24.9,18.1,13.4,4.5,2.7,65.6,106-176,0.602,1.9,4-16,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,21
28,Jr,6-8,Milan Momcilovic,Iowa St.,B12,28.24,5.1,12.2,145.3,17.9,73.0,74.4,0.5,12.7,5.7,9.1,0.5,2.3,15.3,37-65,0.569,13.9,61-111,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.849999999999998,179
29,Sr,6-2,Kylan Boswell,Illinois,B10,31.48,5.0,6.8,131.5,21.0,54.6,60.0,5.0,9.4,17.9,11.1,0.0,1.2,43.8,54-90,0.6,8.4,23-72,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,152
30,So,6-0,Tyler Tanner,Vanderbilt,SEC,29.560000000000002,5.0,13.0,130.5,24.7,58.7,64.0,1.0,12.0,30.6,13.4,2.2,4.8,43.0,66-112,0.589,7.6,26-67,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,360
31,Sr,6-9,Joshua Jefferson,Iowa St.,B12,30.839999999999996,5.0,12.9,123.4,28.2,55.6,60.2,7.2,22.5,27.8,16.3,3.7,3.0,54.0,80-143,0.559,5.1,16-44,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,196
32,Jr,6-1,Dedan Thomas Jr.,LSU,SEC,24.48,4.9,8.0,129.2,26.1,52.9,60.0,1.3,8.2,41.9,12.6,1.1,2.0,52.9,59-105,0.562,5.0,10-35,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.150000000000002,102
33,Sr,6-6,Lamar Wilkerson,Indiana,B10,31.919999999999998,4.9,8.7,125.6,25.1,58.2,62.0,0.8,10.5,17.4,9.0,0.4,2.5,27.2,51-99,0.515,14.9,56-133,0.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.150000000000002,19
34,Jr,7-0,Henri Veesaar,North Carolina,ACC,30.880000000000003,4.9,10.7,131.9,21.2,71.4,71.3,9.2,21.7,13.7,15.4,3.7,0.9,40.3,82-118,0.695,4.8,21-41,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.150000000000002,348
35,Fr,6-4,Kingston Flemings,Houston,B12,30.48,4.9,13.5,127.2,24.6,58.2,61.0,1.8,10.4,33.1,14.3,1.4,4.0,27.5,76-132,0.576,6.3,20-50,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.150000000000002,311
36,Sr,6-7,Nick Townsend,Yale,Ivy,34.36000000000001,4.9,4.9,124.4,25.0,55.6,60.3,8.2,17.5,23.6,15.0,0.3,0.7,43.7,54-109,0.495,5.6,20-42,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.150000000000002,152
37,Sr,6-2,Duke Miles,Vanderbilt,SEC,25.240000000000002,4.8,12.0,130.1,24.7,55.1,63.7,1.2,9.1,24.6,12.4,1.4,5.3,62.3,46-80,0.575,8.8,23-66,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,189
38,Jr,7-0,Nolan Winter,Wisconsin,B10,29.360000000000003,4.8,9.4,136.9,18.8,65.7,69.1,8.7,25.0,11.0,10.7,4.4,1.3,48.5,64-87,0.736,5.6,16-47,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,244
39,Jr,6-10,Braden Huff,Gonzaga,WCC,25.2,4.8,10.4,136.0,24.2,67.8,67.2,12.4,11.4,10.8,8.3,2.4,1.0,18.3,138-198,0.697,2.5,7-21,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,203
40,Fr,6-1,Isaiah Johnson,Colorado,B12,25.839999999999996,4.8,9.1,138.5,23.6,59.1,67.0,5.5,7.4,15.6,8.0,0.0,2.4,81.8,45-83,0.542,7.3,24-54,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,312
41,Sr,6-1,Ja'Kobi Gillespie,Tennessee,SEC,32.239999999999995,4.8,8.8,122.7,26.0,53.5,57.4,1.9,7.6,31.2,17.0,1.2,2.6,23.1,55-105,0.524,13.7,45-124,0.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,346
42,Jr,6-0,Josh Hubbard,Mississippi St.,SEC,31.96,4.7,7.2,115.4,31.6,51.3,56.2,0.4,6.5,24.4,12.2,0.4,2.4,35.3,72-142,0.507,14.6,47-136,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.45,51
43,Jr,6-9,Malik Reneau,Miami (FL),ACC,26.48,4.7,10.3,126.1,31.0,60.8,64.8,11.9,16.1,16.9,15.5,4.4,1.4,41.5,108-175,0.617,4.8,14-37,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.45,97
44,So,6-1,Robert Wright III,BYU,B12,33.519999999999996,4.7,6.3,121.4,24.8,55.4,58.1,2.7,8.3,27.8,15.4,0.2,2.3,24.8,72-147,0.49,6.9,31-67,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.45,300
45,Sr,6-3,Tre Donaldson,Miami (FL),ACC,32.400000000000006,4.7,7.8,126.8,24.5,53.8,57.8,3.0,9.0,33.9,13.9,0.7,2.4,36.9,66-120,0.55,8.0,26-75,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.45,197
46,Sr,6-7,Tyler Nickel,Vanderbilt,SEC,29.32,4.7,10.3,143.7,15.7,71.1,72.1,3.3,9.9,7.5,7.3,2.7,1.4,16.9,24-34,0.706,13.8,57-120,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.45,287
47,Sr,6-9,Graham Ike,Gonzaga,WCC,26.28,4.7,9.7,126.2,25.9,56.4,60.7,8.0,24.0,14.6,10.5,2.8,0.9,47.3,101-173,0.584,3.4,9-30,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.45,148
48,Sr,6-7,Chad Baker-Mazara,USC,B10,31.36,4.6,7.8,118.2,27.1,53.0,61.1,2.3,13.1,21.3,15.9,4.9,1.4,49.3,54-105,0.514,10.9,35-96,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.099999999999998,219
49,Jr,6-0,Colby Garland,San Jose St.,MWC,30.839999999999996,4.6,4.8,116.4,28.9,52.6,58.5,2.3,12.4,29.3,15.6,0.3,2.1,35.9,80-151,0.53,5.7,15-44,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.099999999999998,153
50,Sr,6-8,Alex Karaban,Connecticut,BE,33.199999999999996,4.6,8.7,130.4,17.3,59.3,61.8,6.2,12.3,10.7,8.4,3.4,1.7,17.4,53-98,0.541,8.3,35-80,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.099999999999998,250
51,Sr,6-3,Nick Boyd,Wisconsin,B10,28.960000000000004,4.6,7.3,118.8,30.0,53.6,58.6,2.4,11.8,25.4,11.2,0.2,2.2,40.9,86-151,0.57,8.9,23-74,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.099999999999998,132
52,Jr,6-2,Kory Mincy,George Mason,A10,35.36,4.6,6.3,131.1,20.6,57.3,63.4,1.4,9.7,20.3,9.7,0.2,1.9,39.1,47-89,0.528,9.5,37-90,0.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.099999999999998,336
53,Sr,6-7,Tre White,Kansas,B12,31.0,4.5,8.2,121.5,22.7,58.4,64.6,7.7,15.4,12.1,16.5,1.8,1.6,55.0,48-87,0.552,7.2,26-62,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,223
54,So,6-2,Daniel Freitag,Buffalo,MAC,34.04,4.5,5.5,124.1,26.5,54.8,61.2,2.9,14.5,18.2,10.8,1.6,2.8,58.8,43-89,0.483,11.0,36-88,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,39
55,So,6-9,Kyle Jorgensen,Colorado St.,MWC,18.44,4.5,9.1,141.6,22.3,73.8,76.8,7.1,18.8,21.3,16.1,2.4,1.6,50.0,35-48,0.729,7.2,16-32,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,186
56,Sr,6-5,Tyler Lundblade,Belmont,MVC,34.2,4.5,4.5,133.9,17.2,62.7,66.8,0.7,6.5,8.5,7.8,0.0,0.8,28.0,21-36,0.583,14.6,65-153,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,44
57,Sr,6-3,Emanuel Sharp,Houston,B12,29.0,4.5,10.5,128.1,23.3,55.0,59.5,3.5,8.2,12.7,9.1,0.9,2.5,30.2,38-76,0.5,14.9,44-113,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,55
58,So,6-8,DeSean Goode,Robert Morris,Horz,29.28,4.5,5.8,140.3,19.5,72.0,74.1,13.0,22.7,6.6,13.6,1.2,1.1,39.9,76-116,0.655,3.4,18-27,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,186
59,Sr,6-9,Tyler Bilodeau,UCLA,B10,25.8,4.5,5.5,125.5,24.1,59.3,65.1,5.5,15.0,7.2,11.8,1.9,1.4,51.7,58-98,0.592,7.5,21-53,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.75,101
60,Sr,6-3,Ryan Conwell,Louisville,ACC,26.839999999999996,4.4,8.2,118.9,28.3,54.0,59.3,2.8,14.6,15.4,13.5,0.5,2.6,38.0,31-63,0.492,19.2,56-150,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.400000000000002,201
61,Jr,6-9,Thomas Haugh,Florida,SEC,33.879999999999995,4.4,9.0,123.3,21.0,54.2,58.7,6.8,13.1,11.9,14.3,2.6,1.5,46.4,62-107,0.579,8.5,28-85,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.400000000000002,42
62,Jr,6-9,JT Toppin,Texas Tech,B12,31.6,4.4,5.5,111.6,30.2,56.4,55.6,14.9,20.6,11.8,14.5,5.2,1.9,30.0,131-216,0.606,3.0,4-27,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.400000000000002,295
63,Jr,6-3,Terrence Brown,Utah,B12,31.880000000000003,4.4,3.9,111.8,32.6,48.0,54.8,0.9,6.4,26.6,12.1,0.6,3.1,49.2,99-200,0.495,6.1,16-56,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.400000000000002,24
64,Jr,6-5,Michael McNair,Boston University,Pat,34.28,4.4,3.7,130.3,20.5,64.7,65.8,3.8,13.2,14.2,10.3,0.7,2.1,28.2,35-66,0.53,12.4,53-111,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.400000000000002,255
65,Sr,6-9,Trey Kaufman-Renn,Purdue,B10,23.919999999999998,4.4,7.4,124.8,24.6,57.9,58.6,18.3,24.4,16.4,14.5,0.9,1.2,20.0,81-139,0.583,0.9,2-6,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.400000000000002,15
66,Jr,6-0,Markus Burton,Notre Dame,ACC,18.68,4.4,7.6,116.1,31.0,53.0,59.4,2.4,8.3,29.1,16.9,0.4,3.2,36.1,54-97,0.557,7.2,11-36,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.400000000000002,268
67,Sr,5-10,Kenyon Giles,Wichita St.,Amer,34.12,4.4,7.2,126.9,21.4,55.2,57.7,0.6,7.3,9.3,8.2,0.2,2.5,16.8,39-89,0.438,15.3,55-131,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.400000000000002,126
68,So,6-7,Juke Harris,Wake Forest,ACC,31.68,4.4,6.9,118.0,27.0,55.2,60.7,5.5,17.6,9.4,13.6,1.0,2.7,59.2,63-105,0.6,12.1,40-118,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.400000000000002,50
69,Jr,6-2,Jeremy Fears Jr.,Michigan St.,B10,30.68,4.3,7.7,125.2,23.4,45.2,56.1,1.2,8.3,49.6,18.2,0.0,2.0,59.3,43-93,0.462,5.0,12-42,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.049999999999997,160
70,So,6-9,Gus Yalden,Vermont,AE,20.240000000000002,4.3,9.2,125.7,35.9,62.1,63.6,13.0,14.0,23.3,10.0,2.1,0.8,32.1,74-116,0.638,9.8,19-49,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.049999999999997,66
71,Sr,6-2,Cooper Noard,Cornell,Ivy,28.799999999999997,4.3,3.8,127.8,25.4,61.9,66.6,1.5,12.3,12.3,10.0,0.5,1.1,37.2,53-79,0.671,14.2,39-101,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.049999999999997,190
72,Jr,6-4,Mason Falslev,Utah St.,MWC,31.16,4.3,10.9,126.6,22.5,57.4,60.9,7.3,15.9,14.5,12.3,1.8,5.3,39.4,65-111,0.586,5.8,16-44,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.049999999999997,106
73,So,6-9,Flory Bidunga,Kansas,B12,30.28,4.3,9.2,122.4,21.4,63.5,64.7,11.4,19.1,11.9,15.6,8.8,1.3,34.5,94-147,0.639,0.1,0-1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.049999999999997,46
74,Sr,6-3,Jaden Bradley,Arizona,B12,27.72,4.3,11.1,132.5,20.7,58.0,64.3,2.7,10.8,25.0,14.7,0.2,3.4,61.8,55-104,0.529,3.3,14-27,0.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.049999999999997,43
75,Sr,6-2,Miles Barnstable,Tulsa,Amer,28.919999999999998,4.3,4.9,137.6,17.7,59.6,65.2,4.9,10.4,11.4,8.0,1.5,0.7,35.8,22-42,0.524,11.1,33-78,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.049999999999997,359
76,Sr,6-11,Rafael Castro,George Washington,A10,24.88,4.3,11.9,132.4,25.4,66.2,68.1,11.3,25.6,13.8,12.5,6.5,4.3,81.6,90-136,0.662,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.049999999999997,163
77,Sr,6-9,Zuby Ejiofor,St. John's (NY),BE,28.84,4.3,11.7,119.3,26.7,54.8,60.9,13.5,14.6,19.5,18.1,7.5,2.6,89.0,68-119,0.571,3.2,8-27,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.049999999999997,85
78,So,6-9,Morez Johnson Jr.,Michigan,B10,22.919999999999998,4.3,12.6,136.8,21.3,70.6,73.2,11.8,17.1,8.9,14.2,6.1,2.0,47.1,78-110,0.709,1.4,4-9,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.049999999999997,85
79,Sr,6-9,Mark Mitchell,Missouri,SEC,31.439999999999998,4.2,5.5,121.2,26.0,58.5,61.9,7.2,12.7,19.0,15.7,2.0,1.3,66.1,91-149,0.611,2.5,6-22,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.700000000000003,97
80,Jr,6-4,PJ Haggerty,Kansas St.,B12,32.760000000000005,4.2,3.7,109.9,32.9,53.3,57.9,4.3,11.9,26.7,19.4,0.2,1.7,47.3,106-200,0.53,5.9,21-58,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.700000000000003,202
