Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Sr,6-3,Jaden Bradley,Arizona,B12,69.3,4.3,11.1,132.5,20.7,58.0,64.3,2.7,10.8,25.0,14.7,0.2,3.4,61.8,55-104,.529,3.3,14-27,.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Sr,6-2,Miles Barnstable,Tulsa,Amer,72.3,4.3,4.9,137.6,17.7,59.6,65.2,4.9,10.4,11.4,8.0,1.5,0.7,35.8,22-42,.524,11.1,33-78,.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Sr,6-11,Rafael Castro,George Washington,A10,62.2,4.3,11.9,132.4,25.4,66.2,68.1,11.3,25.6,13.8,12.5,6.5,4.3,81.6,90-136,.662,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Sr,6-9,Zuby Ejiofor,St. John's,BE,72.1,4.3,11.7,119.3,26.7,54.8,60.9,13.5,14.6,19.5,18.1,7.5,2.6,89.0,68-119,.571,3.2,8-27,.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,So,6-9,Morez Johnson Jr.,Michigan,B10,57.3,4.3,12.6,136.8,21.3,70.6,73.2,11.8,17.1,8.9,14.2,6.1,2.0,47.1,78-110,.709,1.4,4-9,.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Sr,6-9,Mark Mitchell,Missouri,SEC,78.6,4.2,5.5,121.2,26.0,58.5,61.9,7.2,12.7,19.0,15.7,2.0,1.3,66.1,91-149,.611,2.5,6-22,.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Jr,6-4,PJ Haggerty,Kansas St.,B12,81.9,4.2,3.7,109.9,32.9,53.3,57.9,4.3,11.9,26.7,19.4,0.2,1.7,47.3,106-200,.530,5.9,21-58,.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,So,6-5,Teagan Moore,Western Kentucky,CUSA,73.6,4.2,7.3,123.9,26.0,54.8,61.7,8.4,12.5,17.1,12.7,2.0,2.3,65.6,68-123,.553,4.5,12-34,.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,So,6-5,"Paul McNeil, Jr.",N.C. State,ACC,66.4,4.2,8.0,134.7,19.1,59.6,63.4,3.6,14.6,6.8,3.3,1.6,1.9,36.0,18-37,.486,15.4,52-124,.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Sr,5-10,Nijel Pack,Oklahoma,SEC,73.9,4.2,7.1,127.9,22.4,62.9,64.1,2.2,10.3,20.1,14.6,1.2,1.6,11.3,41-74,.554,14.5,54-120,.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Sr,6-3,Quinn Denker,Northern Colorado,BSky,72.1,4.2,4.0,118.4,28.4,53.0,57.8,2.1,12.0,36.1,14.6,0.5,0.7,37.1,63-113,.558,7.4,17-54,.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Sr,6-6,Quadir Copeland,N.C. State,ACC,65.5,4.1,8.7,122.9,26.8,63.0,66.5,2.1,11.6,40.6,22.1,0.3,3.4,59.3,61-104,.587,3.9,16-31,.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,So,6-3,Bryce Lindsay,Villanova,BE,74.5,4.1,5.3,124.4,22.5,57.8,60.5,2.4,6.8,14.1,11.8,0.0,1.4,22.6,37-73,.507,14.3,47-113,.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Jr,6-10,Izaiyah Nelson,South Florida,Amer,64.6,4.1,9.7,134.1,22.1,63.5,66.8,15.2,23.7,7.0,10.9,6.6,3.2,69.2,83-121,.686,1.6,1-12,.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Jr,6-8,Isaac Garrett,Oakland,Horz,78.1,4.1,4.7,119.9,23.4,54.9,60.4,9.1,16.9,15.9,14.1,3.7,2.1,44.8,87-155,.561,1.9,5-17,.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,So,6-5,Nolan Minessale,St. Thomas,Sum,77.9,4.1,6.7,116.0,32.7,55.5,59.7,3.2,13.3,30.0,12.7,2.3,3.5,48.1,94-152,.618,7.1,15-58,.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Jr,6-5,Blue Cain,Georgia,SEC,65.3,4.1,9.5,134.6,20.9,55.7,61.2,6.6,13.1,14.5,8.1,0.9,3.5,33.5,60-88,.682,9.6,22-79,.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Sr,6-8,Ven-Allen Lubin,N.C. State,ACC,65.8,4.1,6.2,133.6,19.3,68.4,69.6,11.8,17.0,6.9,13.0,3.5,1.4,44.5,83-120,.692,1.0,3-8,.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Sr,6-9,Pharrel Payne,Maryland,B10,41.7,4.1,7.9,118.9,29.5,62.4,67.0,12.3,17.4,13.7,19.4,4.7,0.8,112.9,53-85,.624,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,So,6-6,Ruben Dominguez,Texas A&M,SEC,60.0,4.1,8.7,151.4,15.8,68.2,71.3,2.0,8.3,10.2,3.4,0.9,1.0,25.5,8-16,.500,16.4,57-121,.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Jr,6-8,Amani Hansberry,Virginia Tech,ACC,72.7,4.1,8.8,120.3,25.1,54.8,57.6,12.4,19.7,18.6,13.0,3.1,2.8,38.1,78-135,.578,6.1,17-54,.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Fr,7-1,Massamba Diop,Arizona St.,B12,70.3,4.1,7.6,129.4,20.4,66.8,69.2,8.7,14.0,8.8,13.9,8.5,1.6,55.2,85-128,.664,0.7,3-6,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,So,6-7,Pryce Sandfort,Nebraska,B10,75.9,4.1,9.0,125.7,20.7,58.8,60.3,3.1,13.1,14.1,5.2,0.6,2.2,14.4,42-69,.609,14.8,48-125,.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,So,6-6,Isaac Celiscar,Yale,Ivy,74.5,4.1,3.5,131.7,19.3,59.8,65.8,5.9,14.0,15.8,13.6,0.3,1.4,59.8,49-76,.645,3.2,6-21,.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Sr,6-2,Jed Miller,Montana St.,BSky,86.8,4.0,4.8,132.1,17.1,61.4,64.5,4.6,11.9,11.5,10.6,0.2,2.4,24.2,27-40,.675,11.2,36-92,.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Sr,6-8,Ethan Potter,Utah Tech,WAC,77.6,4.0,2.9,122.4,23.8,58.1,61.1,10.6,18.4,12.9,11.2,2.7,0.8,35.3,99-163,.607,1.2,1-10,.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Sr,5-11,Brody Robinson,Oakland,Horz,88.1,4.0,2.0,116.4,22.6,51.6,59.1,0.8,7.2,29.8,17.3,0.2,1.9,78.6,27-64,.422,8.8,35-90,.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Sr,6-5,Donovan Atwell,Texas Tech,B12,80.7,4.0,6.8,137.5,12.5,61.3,63.1,2.5,7.7,3.7,3.5,0.2,2.4,12.1,7-14,.500,14.0,53-127,.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Fr,6-7,Amari Allen,Alabama,SEC,65.6,4.0,9.2,127.1,18.8,55.0,59.1,7.0,18.0,18.7,13.3,3.5,2.0,45.5,35-65,.538,7.0,21-56,.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Jr,6-7,Jack Karasinski,Bellarmine,ASun,75.0,4.0,2.0,120.6,28.5,66.2,68.7,4.0,17.9,6.0,13.2,1.0,1.4,55.7,64-91,.703,10.6,31-76,.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Sr,6-3,Derrian Ford,Temple,Amer,82.0,4.0,1.2,117.4,23.8,49.4,58.1,2.4,13.0,10.1,9.8,0.2,1.2,60.2,49-104,.471,7.6,22-62,.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Sr,6-7,Nolan Hodge,UNC Wilmington,CAA,80.6,4.0,6.0,129.4,20.5,55.9,61.7,5.2,10.0,9.6,10.2,2.1,1.2,45.0,33-67,.493,11.9,41-102,.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Sr,6-1,Don McHenry,Utah,B12,78.1,4.0,4.0,119.4,24.2,54.8,58.6,2.3,9.5,9.9,8.3,0.0,1.4,31.7,58-119,.487,11.3,42-102,.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,So,5-9,Jaquan Johnson,Bradley,MVC,72.3,4.0,10.5,119.7,27.8,50.3,57.1,4.8,12.6,24.7,9.5,0.3,5.9,58.7,61-130,.469,7.6,25-66,.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,So,6-8,Hamad Mousa,Cal Poly,BW,73.0,4.0,5.8,117.5,28.4,55.0,62.5,4.0,17.8,14.4,16.0,0.7,1.6,55.8,47-95,.495,12.5,45-113,.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Jr,6-4,Money Williams,Montana,BSky,79.0,4.0,2.2,108.5,36.0,53.3,61.6,2.8,11.0,39.5,22.3,0.7,1.5,55.8,71-128,.555,7.1,17-53,.321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Sr,6-2,Jackson Paveletzke,Ohio,MAC,89.5,3.9,3.1,117.5,23.4,58.5,63.4,1.5,7.4,24.5,18.5,0.0,1.7,52.4,71-120,.592,5.2,19-50,.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,So,6-4,Christian Hammond,Santa Clara,WCC,69.2,3.9,5.7,123.1,22.9,56.6,59.9,1.1,11.5,16.1,13.4,0.5,2.3,30.2,74-134,.552,8.1,28-71,.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Jr,6-10,Kwame Evans Jr.,Oregon,B10,62.8,3.9,8.2,125.5,20.9,59.2,65.2,9.0,20.5,16.3,17.9,4.2,1.9,65.1,42-66,.636,6.2,15-43,.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,So,6-5,Jadis Jones,Lindenwood,OVC,66.0,3.9,5.5,123.9,22.2,61.2,62.8,10.6,16.5,16.7,12.6,1.9,1.9,55.4,74-119,.622,0.3,0-2,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Jr,6-4,John Blackwell,Wisconsin,B10,74.5,3.9,5.1,114.9,25.6,49.2,56.1,4.5,12.4,11.1,10.5,0.0,2.4,48.0,41-94,.436,11.9,37-102,.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Fr,6-4,Gavin Sykes,Long Beach St.,BW,79.0,3.9,2.9,119.1,24.0,55.0,57.6,2.1,11.1,8.1,5.0,0.5,0.2,21.4,70-126,.556,11.3,34-94,.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,So,6-3,Terrence Hill Jr.,VCU,A10,50.6,3.9,9.8,138.0,25.4,63.4,68.5,2.3,10.9,23.0,10.8,0.3,1.5,40.3,33-51,.647,15.8,41-98,.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Sr,6-10,Duke Brennan,Villanova,BE,67.1,3.9,6.4,123.0,22.8,68.2,65.6,18.4,25.2,12.4,19.2,2.3,1.4,65.4,73-107,.682,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,So,6-5,De'Undrae Perteete,UC Riverside,BW,57.0,3.9,2.5,148.6,10.2,84.0,81.9,3.8,11.0,16.1,14.7,0.9,1.3,38.3,14-22,.636,4.2,17-25,.680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Sr,6-5,Anthony Roy,Oklahoma St.,B12,54.8,3.9,7.7,125.7,22.7,61.6,66.5,2.9,13.1,8.5,13.4,1.6,0.9,36.1,26-54,.481,13.6,43-93,.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Sr,5-10,Daeshun Ruffin,Jackson St.,SWAC,70.7,3.9,4.2,108.7,33.8,50.0,58.2,1.5,7.1,41.2,17.2,0.8,2.8,50.5,68-137,.496,7.8,20-59,.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Sr,6-8,Chandler Cuthrell,Elon,CAA,68.6,3.9,3.9,116.7,33.9,55.6,58.6,9.1,18.3,12.3,12.2,1.2,2.6,55.6,96-163,.589,7.3,16-53,.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Sr,6-10,Rienk Mast,Nebraska,B10,72.8,3.9,7.3,116.8,27.2,56.4,59.5,9.5,15.0,19.8,15.0,1.8,1.1,24.7,63-107,.589,10.8,31-87,.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Jr,6-10,Lazar Djokovic,VCU,A10,64.2,3.9,6.6,133.8,20.8,60.7,67.1,8.8,15.3,6.8,10.4,4.5,1.3,91.7,60-95,.632,3.3,9-26,.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Sr,6-8,RJ Godfrey,Clemson,ACC,61.2,3.9,9.3,131.4,21.6,67.4,68.5,8.8,16.2,15.8,13.2,3.0,1.6,53.7,80-116,.690,0.7,1-5,.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Fr,6-2,Acaden Lewis,Villanova,BE,72.9,3.9,8.4,120.0,24.6,53.8,55.9,2.5,11.6,33.7,14.8,0.2,3.9,35.8,66-113,.584,6.0,13-46,.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Jr,6-4,Rowan Brumbaugh,Tulane,Amer,88.0,3.9,4.3,114.3,26.9,52.3,60.1,4.0,11.3,20.7,14.9,0.9,3.5,66.7,43-91,.473,9.6,33-86,.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Fr,6-9,Thijs De Ridder,Virginia,ACC,66.5,3.9,7.5,124.2,25.6,61.1,62.1,9.6,14.7,11.4,13.2,1.8,1.8,44.0,77-126,.611,6.6,20-49,.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Jr,6-10,Carey Booth,Colorado St.,MWC,66.0,3.9,7.5,135.5,18.8,65.8,71.9,7.1,25.7,6.4,14.2,5.0,1.1,68.4,34-57,.596,6.0,19-38,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Sr,6-9,Jaxon Kohler,Michigan St.,B10,70.3,3.9,12.6,129.6,19.8,66.9,69.0,13.7,25.7,9.4,17.6,4.7,1.6,19.9,53-91,.582,7.8,32-60,.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Sr,6-3,B.J. Edwards,SMU,ACC,85.3,3.9,7.2,119.6,20.4,54.1,57.1,4.5,13.8,24.7,17.0,0.6,4.1,28.5,60-103,.583,6.8,22-69,.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Fr,6-9,David Mirkovic,Illinois,B10,68.4,3.9,8.3,122.9,23.4,54.2,59.0,11.5,21.8,17.5,17.8,0.9,1.1,38.0,50-88,.568,7.2,18-54,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,So,6-3,Joshua Dent,Saint Mary's,WCC,89.2,3.9,4.5,119.9,18.9,54.8,61.6,1.5,7.1,25.7,22.1,0.4,2.4,39.3,45-76,.592,6.9,23-69,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Sr,6-8,Jacob Crews,Missouri,SEC,59.6,3.9,6.7,141.9,17.8,68.8,70.8,7.9,13.7,2.8,9.2,1.0,1.1,29.6,26-42,.619,12.4,40-83,.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Jr,6-0,Evan Ipsaro,Miami OH,MAC,52.5,3.9,4.2,133.3,20.6,62.4,67.4,2.2,7.1,21.5,11.9,0.0,2.1,54.1,35-54,.648,5.9,12-31,.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Fr,6-5,Mikel Brown Jr.,Louisville,ACC,42.4,3.8,4.3,115.4,30.0,46.2,55.2,0.0,11.2,33.1,16.2,0.4,1.6,57.6,26-47,.553,14.4,19-71,.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Sr,6-6,Darrion Williams,N.C. State,ACC,67.8,3.8,6.1,119.6,24.1,54.0,56.4,5.6,16.5,20.6,11.1,1.2,1.7,20.6,51-109,.468,9.7,34-80,.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Jr,6-11,Arrinten Page,Northwestern,B10,63.0,3.8,9.8,123.8,23.2,60.5,62.6,6.6,19.2,18.9,10.7,5.1,2.3,48.4,67-103,.650,3.9,7-25,.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Sr,6-5,Jamal Fuller,LIU,NEC,78.2,3.8,4.5,125.4,20.2,61.9,65.4,4.7,15.5,13.0,16.3,2.7,2.1,45.7,58-103,.563,6.5,29-61,.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Sr,6-2,Javontae Campbell,Bowling Green,MAC,86.7,3.8,5.9,114.0,27.6,49.7,57.1,5.0,11.6,25.5,15.6,0.8,4.6,61.3,78-149,.523,3.6,8-32,.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Sr,6-0,D.J. Smith,Campbell,CAA,84.2,3.8,3.7,114.7,26.0,49.6,56.5,3.5,7.7,11.2,13.1,0.4,2.3,44.2,41-95,.432,14.1,49-136,.360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Sr,6-5,Corey Camper Jr.,Nevada,MWC,52.7,3.8,7.3,120.7,24.8,54.1,58.7,5.0,10.2,16.8,10.0,1.9,2.1,39.3,40-79,.506,9.9,22-56,.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,So,6-8,Dailyn Swain,Texas,SEC,71.7,3.8,8.9,118.7,26.2,57.7,61.5,7.6,19.1,22.5,19.4,1.4,3.2,47.7,73-117,.624,4.9,11-38,.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Fr,6-5,Tounde Yessoufou,Baylor,B12,74.2,3.8,5.0,114.6,26.1,51.9,55.6,10.3,11.1,11.3,16.5,2.5,3.5,29.7,63-114,.553,9.5,22-71,.310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Sr,6-7,Elias Ralph,Pacific,WCC,88.6,3.8,4.5,119.6,22.1,52.4,58.9,6.6,13.8,11.0,14.3,4.0,1.9,39.0,73-144,.507,6.0,23-61,.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Jr,6-0,Barrington Hargress,Colorado,B12,74.9,3.8,3.6,128.0,19.8,62.7,63.9,1.0,5.7,28.6,14.2,0.2,2.0,17.2,70-121,.579,4.2,19-36,.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Jr,6-0,Tahj Staveskie,Incarnate Word,Slnd,91.9,3.8,4.0,113.0,26.6,53.2,56.3,3.2,9.0,27.7,16.4,0.5,2.3,27.1,55-113,.487,9.3,30-75,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Sr,6-1,Benny Gealer,Stanford,ACC,73.2,3.8,6.3,134.9,14.3,59.7,64.4,1.4,8.9,11.6,9.7,0.2,3.4,30.6,14-31,.452,10.8,40-93,.430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Jr,6-2,Xzayvier Brown,Oklahoma,SEC,76.0,3.8,4.1,123.4,22.2,55.0,60.1,1.9,8.9,19.4,14.3,0.4,2.4,27.4,61-103,.592,9.0,25-76,.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Jr,6-1,Dai Dai Ames,California,ACC,78.5,3.8,3.8,120.2,24.1,58.6,62.5,0.5,5.4,16.6,11.5,0.5,1.6,27.9,70-132,.530,8.3,33-72,.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Sr,6-4,Fletcher Loyer,Purdue,B10,70.7,3.8,6.1,125.9,19.7,57.4,62.3,0.8,7.8,9.1,13.3,0.3,1.7,32.1,25-48,.521,14.1,43-108,.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Sr,5-10,Honor Huff,West Virginia,B12,84.1,3.8,6.0,120.0,21.7,57.8,62.6,0.7,6.7,6.4,12.9,0.0,2.4,43.8,11-29,.379,17.4,64-156,.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
